
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
        35        78     -6.970709E-18     -8.983912E-19     -8.425180E-05      3.596075E-04     -3.427259E-05     -7.408011E-19	
        36        78     -1.245907E-17     -1.322607E-18     -5.055025E-05     -3.289080E-04     -3.201274E-05     -2.797583E-19	
        37        78     -1.327849E-17     -9.196019E-19     -2.256449E-05     -1.681402E-04     -2.288347E-05      1.191018E-18	
        38        78     -7.313743E-18      2.769225E-19     -6.353581E-06      4.267875E-04     -9.142812E-06      9.989680E-19	
        39        78      1.615262E-18      9.958181E-19     -4.121026E-06     -8.030568E-05      4.117927E-06      6.829597E-19	
        40        78      9.120433E-18      1.111745E-18     -1.264084E-05     -3.800391E-04      1.162152E-05     -5.642282E-19	
        41        78      1.344665E-17     -3.191486E-19     -2.447862E-05      3.015379E-04      1.060791E-05     -1.845695E-18	
        42        78      1.197502E-17     -1.594420E-18     -3.137561E-05      2.045048E-04      2.271662E-06     -4.384158E-19	
        43        78      4.719822E-18     -2.003614E-18     -2.810711E-05     -4.205863E-04     -8.766990E-06      4.128106E-19	
        44        78     -3.919570E-18     -1.276057E-18     -1.489862E-05      4.033126E-05     -1.669211E-05      1.187864E-18	
        45        78     -1.046221E-17      2.615212E-19      2.802359E-06      3.971083E-04     -1.732193E-05      1.281532E-18	
        46        78     -1.327382E-17      1.304787E-18      1.709659E-05     -2.715000E-04     -1.014304E-05      9.715050E-19	
        47        78     -1.200503E-17      1.604280E-18      2.158961E-05     -2.390599E-04      1.454168E-06     -4.794994E-19	
        48        78     -4.779790E-18      6.654070E-19      1.459307E-05      4.106640E-04      1.185618E-05     -1.655249E-18	
        49        78      4.501869E-18     -1.534559E-18     -1.138227E-18      1.154346E-18      1.599705E-05     -1.709560E-18	
        50        78      6.696161E-18     -2.593472E-18     -1.459307E-05     -4.106640E-04      1.185618E-05     -4.299752E-21	
        51        78      6.616839E-18     -1.346192E-18     -2.158961E-05      2.390599E-04      1.454168E-06      2.014570E-18	
        52        78      2.835230E-18      9.467871E-19     -1.709659E-05      2.715000E-04     -1.014304E-05      2.912395E-18	
        53        78     -1.945714E-18      2.528153E-18     -2.802359E-06     -3.971083E-04     -1.732193E-05      9.594052E-19	
        54        78     -5.766653E-18      1.941745E-18      1.489862E-05     -4.033126E-05     -1.669211E-05     -2.104497E-18	
        55        78     -7.463825E-18      8.455686E-21      2.810711E-05      4.205863E-04     -8.766990E-06     -1.222307E-18	
        56        78     -6.339240E-18     -4.906175E-19      3.137561E-05     -2.045048E-04      2.271662E-06      1.893048E-19	
        57        78     -2.614267E-18     -5.869223E-20      2.447862E-05     -3.015379E-04      1.060791E-05      3.310799E-19	
        58        78      2.353329E-18      5.248684E-19      1.264084E-05      3.800391E-04      1.162152E-05      1.322670E-18	
        59        78      6.251580E-18      1.410104E-18      4.121026E-06      8.030568E-05      4.117927E-06      9.241396E-19	
        60        78      7.616664E-18      1.354384E-18      6.353581E-06     -4.267875E-04     -9.142812E-06     -1.181858E-18	
        61        78      5.028262E-18      1.810079E-19      2.256449E-05      1.681402E-04     -2.288347E-05     -1.038788E-18	
        62        78      1.073408E-18     -4.183511E-19      5.055025E-05      3.289080E-04     -3.201274E-05     -5.812288E-19	
        63        78     -2.351324E-18     -7.687884E-19      8.425180E-05     -3.596075E-04     -3.427259E-05      2.661078E-19	
        64        78     -4.990058E-18      3.752520E-19      1.173905E-04     -1.195696E-04     -3.153904E-05      1.639829E-18	
        65        78     -6.080876E-18      2.024090E-18      1.474318E-04      4.292125E-04     -2.915213E-05      1.557056E-18	
         1        79      0.000000E+00      0.000000E+00     -2.176727E-11      0.000000E+00      0.000000E+00      0.000000E+00	
         2        79      2.537987E-17     -2.117294E-18      1.422795E-04      2.503963E-04     -3.265972E-19     -3.839866E-17	
         3        79      5.774966E-17     -1.324987E-18      4.252175E-04      2.772147E-04      7.094323E-19     -1.576768E-17	
         4        79      4.696358E-17      3.090940E-18      6.291495E-04      1.043710E-04      7.154847E-18      3.678531E-17	
         5        79     -5.006169E-18      3.129526E-18      6.033311E-04     -1.590716E-04     -2.187661E-18      5.695165E-17	
         6        79     -4.630388E-17     -4.846187E-18      3.296247E-04     -3.678045E-04     -2.116552E-18      2.085282E-17	
         7        79     -4.345086E-17     -7.678768E-18     -7.545928E-05     -4.091295E-04     -2.480177E-20     -2.560761E-17	
         8        79     -2.061843E-18     -5.879107E-18     -4.229470E-04     -2.568549E-04      1.072147E-20     -5.298004E-17	
         9        79      4.378829E-17     -3.204518E-18     -5.479238E-04      1.698167E-05      1.403630E-18     -3.251106E-17	
        10        79      4.883663E-17     -4.114439E-18     -3.930951E-04      2.786679E-04     -6.602082E-18      2.105367E-17	
        11        79      8.577344E-18     -2.645576E-18     -3.829227E-05      3.996857E-04      1.087104E-18      5.344403E-17	
        12        79     -3.632994E-17      4.264292E-19      3.384836E-04      3.208131E-04      8.495909E-19      3.231667E-17	
        13        79     -4.708961E-17      5.599059E-19      5.489916E-04      8.171098E-05      2.961061E-18     -1.378713E-17	
        14        79     -6.134057E-18     -1.424315E-18      4.879141E-04     -1.986483E-04     -1.522281E-18     -6.559932E-17	
        15        79      6.563611E-17     -4.358768E-18      1.849474E-04     -3.809708E-04      6.827069E-19     -7.218263E-17	
        16        79      1.318586E-16     -4.429293E-18     -2.100788E-04     -3.747524E-04     -3.551022E-18     -5.977065E-17	
        17        79      0.000000E+00      0.000000E+00     -2.176727E-11      0.000000E+00      0.000000E+00      0.000000E+00	
        18        79      2.907857E-18      2.151768E-18      1.422795E-04      2.503963E-04      5.374226E-18     -5.273012E-18	
        19        79      7.076872E-18      3.867119E-18      4.252175E-04      2.772147E-04     -5.011802E-18     -7.211230E-19	
        20        79      6.151561E-18      5.921499E-18      6.291495E-04      1.043710E-04     -2.147033E-19      4.861661E-18	
        21        79      1.152983E-18      4.832878E-18      6.033311E-04     -1.590716E-04      4.130889E-18      3.992873E-18	
        22        79      4.270048E-18      3.240700E-18      3.296247E-04     -3.678045E-04     -1.038755E-18     -7.210917E-18	
        23        79      8.093100E-18     -2.835939E-18     -7.545928E-05     -4.091295E-04     -9.897498E-19     -7.232934E-19	
        24        79      5.180562E-18     -4.446892E-18     -4.229470E-04     -2.568549E-04     -1.826039E-18      5.088142E-18	
        25        79      4.035635E-19     -3.218893E-18     -5.479238E-04      1.698167E-05      1.103740E-18      5.770984E-18	
        26        79     -3.330707E-18     -3.717714E-19     -3.930951E-04      2.786679E-04     -9.978795E-19      2.917916E-18	
        27        79     -5.275785E-18     -1.521570E-19     -3.829227E-05      3.996857E-04     -8.500811E-19      2.417116E-18	
        28        79     -6.711458E-18     -4.351871E-18      3.384836E-04      3.208131E-04     -2.006376E-18      9.968993E-19	
        29        79     -3.167047E-18     -5.402741E-18      5.489916E-04      8.171098E-05      5.382064E-18     -2.778055E-18	
        30        79     -2.511197E-18     -3.161154E-18      4.879141E-04     -1.986483E-04     -6.311671E-18      6.833150E-19	
        31        79     -1.196871E-18     -4.405095E-18      1.849474E-04     -3.809708E-04     -3.302558E-19     -3.136631E-19	
        32        79     -2.086697E-18     -4.354672E-18     -2.100788E-04     -3.747524E-04      7.770499E-18      2.532467E-18	
        33        79      1.318586E-16     -4.429293E-18     -2.100788E-04     -3.747524E-04     -6.963007E-05      7.180848E-18	
        34        79      6.298443E-17     -6.833111E-19     -1.415802E-04      3.222236E-04     -6.593335E-05      3.076430E-18	
        35        79     -3.336729E-17      7.241964E-19     -8.178810E-05      1.467013E-04     -5.177656E-05      6.040971E-19	
        36        79     -1.175937E-16     -4.168706E-19     -4.115231E-05     -4.260502E-04     -2.846897E-05     -2.978375E-18	
        37        79     -1.524829E-16     -3.599016E-18     -2.535691E-05      1.548324E-04     -3.708899E-06     -3.253888E-18	
        38        79     -1.221111E-16     -7.473262E-18     -3.096827E-05      3.164689E-04      1.287445E-05     -2.830289E-18	
        39        79     -3.297291E-17     -7.325705E-18     -4.623774E-05     -3.788107E-04      1.509851E-05      3.929766E-18	
        40        79      6.621895E-17     -1.651607E-18     -5.654923E-05     -4.836866E-05      3.711122E-06      9.283444E-18	
        41        79      1.405740E-16      3.814943E-18     -5.157151E-05      4.130432E-04     -1.383942E-05      4.966647E-18	
        42        79      1.520443E-16      5.664137E-18     -3.029200E-05     -2.439593E-04     -2.721236E-05      1.246704E-20	
        43        79      8.974030E-17      1.389659E-18     -1.238969E-06     -2.403829E-04     -2.854019E-05     -3.800440E-18	
        44        79     -6.233292E-18     -2.582049E-18      2.225165E-05      4.140884E-04     -1.651186E-05     -2.002203E-18	
        45        79     -9.783676E-17     -1.139687E-18      2.924674E-05     -5.268485E-05      2.987531E-06      3.138504E-18	
        46        79     -1.447380E-16      1.684411E-18      1.711239E-05     -3.768012E-04      2.002279E-05      2.230015E-18	
        47        79     -1.414279E-16      1.769141E-18     -7.005092E-06      3.193628E-04      2.588325E-05     -1.229174E-18	
        48        79     -7.188980E-17      3.255175E-20     -2.988754E-05      1.507747E-04      1.770452E-05     -2.052121E-18	
        49        79      3.284999E-17     -3.227908E-18     -3.917987E-05     -4.260724E-04     -2.925083E-19     -2.026968E-18	
        50        79      1.135496E-16     -3.335719E-18     -2.988754E-05      1.507747E-04     -1.770452E-05      1.580124E-18	
        51        79      1.418687E-16     -2.698961E-18     -7.005092E-06      3.193628E-04     -2.588325E-05      1.020249E-18	
        52        79      1.049073E-16      1.745928E-18      1.711239E-05     -3.768012E-04     -2.002279E-05      5.993393E-18	
        53        79      2.373490E-17      6.389761E-18      2.924674E-05     -5.268485E-05     -2.987531E-06      3.240113E-18	
        54        79     -6.482829E-17      6.357410E-18      2.225165E-05      4.140884E-04      1.651186E-05     -4.077149E-18	
        55        79     -1.278475E-16      1.836186E-18     -1.238969E-06     -2.403829E-04      2.854019E-05     -4.062361E-18	
        56        79     -1.373228E-16     -2.530926E-18     -3.029200E-05     -2.439593E-04      2.721236E-05     -3.026602E-19	
        57        79     -8.652712E-17     -4.182958E-19     -5.157151E-05      4.130432E-04      1.383942E-05      3.494989E-18	
        58        79      4.618732E-18      1.526830E-18     -5.654923E-05     -4.836866E-05     -3.711122E-06      2.163152E-18	
        59        79      9.375625E-17      3.823100E-18     -4.623774E-05     -3.788107E-04     -1.509851E-05      2.218943E-18	
        60        79      1.412452E-16      3.149387E-18     -3.096827E-05      3.164689E-04     -1.287445E-05     -4.780945E-18	
        61        79      1.224145E-16     -8.596953E-19     -2.535691E-05      1.548324E-04      3.708899E-06     -2.363958E-18	
        62        79      5.199507E-17     -2.112008E-18     -4.115231E-05     -4.260502E-04      2.846897E-05     -9.980582E-19	
        63        79     -3.259257E-17     -5.334951E-18     -8.178810E-05      1.467013E-04      5.177656E-05     -1.897410E-18	
        64        79     -1.056702E-16     -5.013357E-18     -1.415802E-04      3.222236E-04      6.593335E-05      1.612372E-18	
        65        79     -1.354155E-16     -4.354672E-18     -2.100788E-04     -3.747524E-04      6.963007E-05      1.032099E-19	
         1        80      0.000000E+00      0.000000E+00      3.379711E-20      0.000000E+00      0.000000E+00      0.000000E+00	
         2        80     -2.333618E-04      5.016397E-18      1.338735E-17      2.623762E-17      1.792656E-17      3.615113E-04	
         3        80     -5.252367E-04      5.801365E-18      4.566434E-17      3.321455E-17      7.382643E-18      1.438397E-04	
         4        80     -4.401233E-04      2.894238E-18      7.133036E-17      1.483740E-17     -8.546388E-18     -3.108871E-04	
         5        80      9.776650E-06      7.199369E-18      7.272528E-17     -1.733761E-17     -6.836821E-18     -5.153345E-04	
         6        80      4.288504E-04      2.162289E-17      4.174563E-17     -4.431189E-17     -5.383576E-18     -2.517468E-04	
         7        80      4.338399E-04      2.505397E-17     -4.542564E-18     -4.939664E-17     -7.728019E-19      2.417911E-04	
